Species;Gender;TrainingStatus;VO2max;Tissue;FiberType;ExType;ExDuration(sec);ExDuration(min);ExIntencity(%VO2max);CoFactor;Target;TargetOriginal;ImpactType;FoldChange; ActivationTime(min)  ;" TimePoint
(ours)  ";[Target0];[Target1];MeasureUnit;MethodOfMeasurement;Commentary;Ref;Reference
Homo sapiens;1;highly trained;67;vastus lateralis;;Endurance;2400;40;86;;H3p-;Nuclear protein histone H3 phosphorylation;1;43678;;;;;;;highly trained subjects completed eight 5 min bouts of intense cycling at a power output of 334 ? 18 W. This exercise protocol elicited an average relative intensity of 86 ? 2 % of VO2peak.;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;sedentary;50;vastus lateralis;;Endurance;1200;20;84;;H3p-;Nuclear protein histone H3 phosphorylation;1;43709;;;;;;;control subjects complete four 5 min bouts of intense cycling at a power output of 241 ? 11 W. The relative exercise intensity 84 ? 1 % of VO2peak;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;highly trained;67;vastus lateralis;;Endurance;2400;40;86;;AMPKa1 activity;;1;1;;;;;;;highly trained subjects completed eight 5 min bouts of intense cycling at a power output of 334 ? 18 W. This exercise protocol elicited an average relative intensity of 86 ? 2 % of VO2peak.;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;sedentary;50;vastus lateralis;;Endurance;1200;20;84;;AMPKa1 activity;;1;1;;;;;;;control subjects complete four 5 min bouts of intense cycling at a power output of 241 ? 11 W. The relative exercise intensity 84 ? 1 % of VO2peak;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;highly trained;67;vastus lateralis;;Endurance;2400;40;86;;AMPKa2 activity;AMPKa2 activity;1;43526;;;;;;;highly trained subjects completed eight 5 min bouts of intense cycling at a power output of 334 ? 18 W. This exercise protocol elicited an average relative intensity of 86 ? 2 % of VO2peak.;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;sedentary;50;vastus lateralis;;Endurance;1200;20;84;;AMPKa2 activity;AMPKa2 activity;1;43500;;;;;;;control subjects complete four 5 min bouts of intense cycling at a power output of 241 ? 11 W. The relative exercise intensity 84 ? 1 % of VO2peak;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;highly trained;67;vastus lateralis;;Endurance;2400;40;86;;AMPKp-;AMPKa phosphorylation;1;43556;;;;;;;highly trained subjects completed eight 5 min bouts of intense cycling at a power output of 334 ? 18 W. This exercise protocol elicited an average relative intensity of 86 ? 2 % of VO2peak.;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;sedentary;50;vastus lateralis;;Endurance;1200;20;84;;AMPKp-;AMPKa phosphorylation;1;43498;;;;;;;control subjects complete four 5 min bouts of intense cycling at a power output of 241 ? 11 W. The relative exercise intensity 84 ? 1 % of VO2peak;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;highly trained;67;vastus lateralis;;Endurance;2400;40;86;;ACCp-;ACC phosphorylation;1;43679;;;;;;;highly trained subjects completed eight 5 min bouts of intense cycling at a power output of 334 ? 18 W. This exercise protocol elicited an average relative intensity of 86 ? 2 % of VO2peak.;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;1;sedentary;50;vastus lateralis;;Endurance;1200;20;84;;ACCp-;ACC phosphorylation;1;43709;;;;;;;control subjects complete four 5 min bouts of intense cycling at a power output of 241 ? 11 W. The relative exercise intensity 84 ? 1 % of VO2peak;Yu 2003;Mei Yu. Nigel K. Stepto. Alexander V. Chibalin. Lee G. D. Fryer. Dave Carling. Anna Krook. John A. Hawley and Juleen R. Zierath. Metabolic and mitogenic signal transduction in human skeletal muscle after intense cycling exercise. J Physiol (2003). 546.2. pp. 327?335.
Homo sapiens;;sedentary;40;vastus lateralis;;Strength;480;8;300;concentric;MKK4 activity;MKK4 activity;1;43678;;;;;;;MKK4 activation did not differ between concentric and eccentric exercise groups;Boppart 1999;Boppart. Marni D.. Doron Aronson. Lindsay Gibson. Ronenn Roubenoff. Leslie W. Abad. Jonathan Bean. Laurie J. Goodyear. and Roger A. Fielding. Eccentric exercise markedly increases c-JunNH2-terminal kinase activity in human skeletal muscle. J. Appl. Physiol. 87(5): 1668? 1673. 1999.
Homo sapiens;;sedentary;40;vastus lateralis;;Strength;480;8;300;eccentric;MKK4 activity;MKK4 activity;1;43678;;;;;;;MKK4 activation did not differ between concentric and eccentric exercise groups;Boppart 1999;Boppart. Marni D.. Doron Aronson. Lindsay Gibson. Ronenn Roubenoff. Leslie W. Abad. Jonathan Bean. Laurie J. Goodyear. and Roger A. Fielding. Eccentric exercise markedly increases c-JunNH2-terminal kinase activity in human skeletal muscle. J. Appl. Physiol. 87(5): 1668? 1673. 1999.
Homo sapiens;;sedentary;40;vastus lateralis;;Strength;480;8;300;concentric;JNK activity;JNK activity;1;43588;;;;;;;MKK4 activation did not differ between concentric and eccentric exercise groups;Boppart 1999;Boppart. Marni D.. Doron Aronson. Lindsay Gibson. Ronenn Roubenoff. Leslie W. Abad. Jonathan Bean. Laurie J. Goodyear. and Roger A. Fielding. Eccentric exercise markedly increases c-JunNH2-terminal kinase activity in human skeletal muscle. J. Appl. Physiol. 87(5): 1668? 1673. 1999.
Homo sapiens;;sedentary;40;vastus lateralis;;Strength;480;8;300;eccentric;JNK activity;JNK activity;1;43600;;;;;;;MKK4 activation did not differ between concentric and eccentric exercise groups;Boppart 1999;Boppart. Marni D.. Doron Aronson. Lindsay Gibson. Ronenn Roubenoff. Leslie W. Abad. Jonathan Bean. Laurie J. Goodyear. and Roger A. Fielding. Eccentric exercise markedly increases c-JunNH2-terminal kinase activity in human skeletal muscle. J. Appl. Physiol. 87(5): 1668? 1673. 1999.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;MKK4p-;MKK4 phosphorylation;1;4;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;MKK6p-;MKK6 phosphorylation;1;43586;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;JNK activity;JNK activity;1;7;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;p38ap-;p38a phosphorylation;1;1;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;p38yp-;p38y phosphorylation;1;4;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;;well trained;60;vastus lateralis;;Endurance;12900;215;65;;p38y activity;p38y phosphorylation;1;43586;;;;;;;42.2 km marathon (mean race time 3 h 35 min);Boppart 2000;Marni D. Boppart. Sven Asp. Joergen F. P. Wojtaszewski. Roger A. Fielding. Thomas Mohr and Laurie J. Goodyear. Marathon running transiently increases cJun NH?terminal kinase and p38? activities in human skeletal muscle. Journal of Physiology (2000). 526.3. pp. 663?669 663.
Homo sapiens;1;well trained;50;vastus lateralis;;Strength;3600;60;400;;ERK1/2p-;ERK 1/2 phosphorylation;1;43525;;;;;;;15 sets of 3 repetitions of a dynamic clean pull at 85% 1RM;Galpin 2011;Andrew J. Galpin. Andrew C. Fry. Loren Z.F. Chiu. Donald B. Thomason. and Brian K. Schilling. High-power resistance exercise induces MAPK phosphorylation in weightlifting trained men. Appl. Physiol. Nutr. Metab. 37: 80?87 (2011) doi:10.1139/H11-131
Homo sapiens;1;well trained;50;vastus lateralis;;Strength;3600;60;400;;p38 MAPKp-;p38 phosphorylation;1;17533;;;;;;;15 sets of 3 repetitions of a dynamic clean pull at 85% 1RM;Galpin 2011;Andrew J. Galpin. Andrew C. Fry. Loren Z.F. Chiu. Donald B. Thomason. and Brian K. Schilling. High-power resistance exercise induces MAPK phosphorylation in weightlifting trained men. Appl. Physiol. Nutr. Metab. 37: 80?87 (2011) doi:10.1139/H11-131
Homo sapiens;1;well trained;50;vastus lateralis;;Strength;3600;60;400;;JNKp-;JNK phosphorylation;1;14977;;;;;;;15 sets of 3 repetitions of a dynamic clean pull at 85% 1RM;Galpin 2011;Andrew J. Galpin. Andrew C. Fry. Loren Z.F. Chiu. Donald B. Thomason. and Brian K. Schilling. High-power resistance exercise induces MAPK phosphorylation in weightlifting trained men. Appl. Physiol. Nutr. Metab. 37: 80?87 (2011) doi:10.1139/H11-131
Homo sapiens;;sedentary;40;vastus lateralis;;Endurance;3600;60;70;;JNK activity;JNK activity;1;43713;;;;;;;60 min of cycle ergometer exercise 70% VO2 max;Aronson 1998;Doron Aronson. Marni D. Boppart. Scott D. Dufresne. Roger A. Fielding. and Laurie J. Goodyear. Exercise Stimulates c-Jun NH2 Kinase Activity and c-Jun Transcriptional Activity in Human Skeletal Muscle. Biochemical And Biophysical Research Communications 251. 106?110 (1998)
Homo sapiens;;sedentary;40;vastus lateralis;;Endurance;3600;60;70;;c-jun mRNA;c-jun mRNA;1;43678;;;;;;;60 min of cycle ergometer exercise 70% VO2 max;Aronson 1998;Doron Aronson. Marni D. Boppart. Scott D. Dufresne. Roger A. Fielding. and Laurie J. Goodyear. Exercise Stimulates c-Jun NH2 Kinase Activity and c-Jun Transcriptional Activity in Human Skeletal Muscle. Biochemical And Biophysical Research Communications 251. 106?110 (1998)
Homo sapiens;;sedentary;53;vastus lateralis;;Endurance;3600;60;70;;MSK1 activity;;1;5;10;;;;;;MSK1 and MSK2 downstream of p42/44 ERK and p38 MAP kinase;Krook 2000;Krook. Anna. Ulrika Widegren. Xin Jian Jiang. Jan Henriksson. Harriet Wallberg-Henriksson. Dario Alessi. and Juleen R. Zierath. Effects of exercise on mitogen- and stress-activated kinase signal transduction in human skeletal muscle. Am J Physiol Regulatory Integrative Comp Physiol 279: R1716?R1721. 2000.
Homo sapiens;;sedentary;53;vastus lateralis;;Endurance;3600;60;70;;MSK2 activity;;1;3;10;;;;;;MSK1 and MSK2 downstream of p42/44 ERK and p38 MAP kinase;Krook 2000;Krook. Anna. Ulrika Widegren. Xin Jian Jiang. Jan Henriksson. Harriet Wallberg-Henriksson. Dario Alessi. and Juleen R. Zierath. Effects of exercise on mitogen- and stress-activated kinase signal transduction in human skeletal muscle. Am J Physiol Regulatory Integrative Comp Physiol 279: R1716?R1721. 2000.
Homo sapiens;;sedentary;53;vastus lateralis;;Endurance;3600;60;70;;MAPKAPK1;;1;25;10;;;;;;p90 ribosomal S6 kinase (p90rsk. also known as MAPKAPK1) downstream targets of p42/44 ERK;Krook 2000;Krook. Anna. Ulrika Widegren. Xin Jian Jiang. Jan Henriksson. Harriet Wallberg-Henriksson. Dario Alessi. and Juleen R. Zierath. Effects of exercise on mitogen- and stress-activated kinase signal transduction in human skeletal muscle. Am J Physiol Regulatory Integrative Comp Physiol 279: R1716?R1721. 2000.
Homo sapiens;;sedentary;53;vastus lateralis;;Endurance;3600;60;70;;MAPKAPK2;;1;3;10;;;;;;downstream targets of p38 MAP kinase;Krook 2000;Krook. Anna. Ulrika Widegren. Xin Jian Jiang. Jan Henriksson. Harriet Wallberg-Henriksson. Dario Alessi. and Juleen R. Zierath. Effects of exercise on mitogen- and stress-activated kinase signal transduction in human skeletal muscle. Am J Physiol Regulatory Integrative Comp Physiol 279: R1716?R1721. 2000.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;40;;MEK1/2p-;;1;43587;30;;;;;;one-leg cycle ergometer 30 min at 40% and 75% of one-leg VO2max;Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;75;;MEK1/2p-;;1;43681;30;;;;;;one-leg cycle ergometer 30 min at 40% and 75% of one-leg VO2max;Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;40;;ERK1/2p-;;1;43596;30;;;;;;one-leg cycle ergometer 30 min at 40% and 75% of one-leg VO2max;Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;75;;ERK1/2p-;;1;39.7;30;;;;;;one-leg cycle ergometer 30 min at 40% and 75% of one-leg VO2max;Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;40;;CREBp-;;1;43557;30;;;;;;"had no significant effect on CREB phosphorylation (basal: 28.6?9.8; low intensity: 70.5?43.6; high intensity: 65.9?39.0)";Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;;sedentary;46;vastus lateralis;;Endurance;1800;30;75;;CREBp-;;1;43526;30;;;;;;"had no significant effect on CREB phosphorylation (basal: 28.6?9.8; low intensity: 70.5?43.6; high intensity: 65.9?39.0)";Widegren 2000;U. Widegren. C. Wretman. A. Lionikas. G. Hedin. J. Henriksson. Influence of exercise intensity on ERK/MAP kinase signalling in human skeletal muscle. Pfl?gers Arch - Eur J Physiol (2000) 441:317?322.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;ERK1/2p-;;1;43684;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;p38 MAPKp-;;1;43559;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;MSK1 activity;;1;43557;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;MSK2 activity;;1;43497;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;MAPKAPK1 activity;;1;43679;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;MAPKAPK2 activity;;1;43468;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;trained;55;vastus lateralis;;Endurance;14400;240;50;;MEF2 DNA binding;;1;43647;;;;;;;42.2 km marathon;Yu 2001;Mei Yu. Eva Blomstrand. Alexander V. Chibalin. Anna Krook and Juleen R. Zierath. Marathon running increases ERK1/2 and p38 MAP kinase signalling to downstream targets in human skeletal muscle. Journal of Physiology (2001). 536.1. pp.273?282.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;AMPKp-;;1;43468;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;AMPKp-;;1;43497;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;ACCp-;ACC? phosphorylation;1;43557;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;ACCp-;ACC? phosphorylation;1;43648;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;CaMKIIp-;CaMKII phosphorylation;1;11689;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;CaMKIIp-;CaMKII phosphorylation;1;11689;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;Aktp-;Thr308-Akt phosphorylation;1;43557;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;Aktp-;Thr308-Akt phosphorylation;1;43557;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;AS160p-;Thr642-AS160 phosphorylation;1;17168;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;AS160p-;Thr642-AS160 phosphorylation;1;17168;;30;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;normoxia;SIRT1;SIRT1 protein levels;1;43525;;0;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
Homo sapiens;1;sedentary;50;vastus lateralis;;All-Out;30;0.5;300;hypoxia;SIRT1;SIRT1 protein levels;0;0.5;;0;;;;;30-s sprint (Wingate test) in normoxia and in severe acute hypoxia. Muscle biopsies were obtained before and immediately after 30 and 120 min postsprint.;Morales-Alamo 2012; Morales-Alamo D. Ponce-Gonz?lez JG. Guadalupe-Grau A. Rodr?guez-Garc?a L. Santana A. Cusso MR. Guerrero M. Guerra B. Dorado C. Calbet JA. Increased oxidative stress and anaerobic energy release. but blunted Thr172-AMPKa phosphorylation. in response to sprint exercise in severe acute hypoxia in humans. J Appl Physiol 113: 917?928. 2012.
